en,fr,en_tok,fr_tok,en_to_fr_prob,fr_to_en_prob
▁seen,▁vu,3624,13550,0.629,0.599
▁sees,▁voit,17733,42609,0.3801,0.543
▁selected,▁sélectionné,6410,219341,0.342,0.71
▁selection,▁sélection,8492,31114,0.3591,0.77
▁seller,▁vendeur,20972,116786,0.274,0.4746
▁semester,▁semestre,30239,118286,0.754,0.7705
▁send,▁envoyer,5527,106574,0.64,0.6387
▁sends,▁envoie,32549,214282,0.802,0.6704
▁sense,▁sens,5229,8313,0.4788,0.516
▁sensitive,▁sensible,16955,35830,0.6973,0.3374
▁sensitivity,▁sensibilité,23284,202590,0.4207,0.3406
▁separate,▁sépar,8905,71139,0.6104,0.338
▁separation,▁séparation,21811,196698,0.531,0.65
▁series,▁série,4100,23080,0.2888,0.795
▁serious,▁sérieux,6449,134894,0.3416,0.8555
▁serves,▁sert,19179,67935,0.405,0.296
▁seven,▁sept,6861,43871,0.9727,0.959
▁severe,▁sév,14586,178401,0.1969,0.11285
▁sex,▁sexe,5500,116536,0.523,0.827
▁shadow,▁ombre,12425,81974,0.961,0.8584
▁shame,▁honte,21353,144832,0.685,0.8076
▁share,▁partager,4638,77181,0.3772,0.5137
▁shared,▁partagé,8934,177894,0.3928,0.704
▁she,▁elle,1284,11340,0.9106,0.6685
▁shelf,▁étag,25966,205497,0.08405,0.5825
▁shelter,▁abri,27552,84012,0.764,0.836
▁shepherd,▁berger,62304,83303,0.4087,0.4224
▁ship,▁navire,7509,165054,0.4043,0.854
▁ships,▁navires,16974,189491,0.3333,0.8506
▁shirt,▁chemise,5798,116281,0.722,0.747
▁shock,▁choc,15733,111130,0.727,0.5107
▁shoes,▁chaussures,9378,72973,0.0914,0.8906
▁shop,▁magasin,6920,65543,0.312,0.477
▁shops,▁boutiques,19959,117386,0.312,0.694
▁shore,▁bord,19997,18350,0.2473,0.2546
▁short,▁court,3309,4624,0.808,0.5283
▁shot,▁tir,5990,23542,0.2333,0.2118
▁should,▁devrait,1412,62271,0.1841,0.7227
▁show,▁montrer,1500,89183,0.3352,0.601
▁shower,▁douche,15634,64736,0.791,0.7075
▁showing,▁montrant,8532,189297,0.3616,0.696
▁shown,▁montré,4699,130310,0.4404,0.2452
▁sick,▁malade,11666,119236,0.9136,0.83
▁side,▁côté,2857,31094,0.2012,0.7314
▁sides,▁côtés,10012,92231,0.05353,0.9126
▁sign,▁signe,2035,73997,0.1908,0.7417
▁signed,▁signé,10795,125614,0.703,0.833
▁signs,▁signes,11704,121652,0.2113,0.7476
▁silent,▁silen,19887,45617,0.1783,0.32
▁silk,▁soie,23754,122172,0.744,0.9043
▁similar,▁semblable,3968,180129,0.4785,0.3909
▁simply,▁simplement,6574,52999,0.5474,0.724
▁sin,▁péché,3270,203779,0.2283,0.8867
▁since,▁depuis,2754,15966,0.911,0.677
▁sing,▁chanter,2800,171481,0.6323,0.4856
▁singer,▁chanteur,21826,188174,0.8276,0.921
▁sir,▁monsieur,11291,96462,0.4712,0.572
▁sister,▁sœur,11000,138806,0.538,0.934
▁sisters,▁sœurs,24668,214398,0.2615,0.817
▁sitting,▁assis,10191,89364,0.521,0.3328
▁sizes,▁tailles,14114,129583,0.3215,0.665
▁skin,▁peau,5239,49405,0.939,0.911
▁sky,▁ciel,8203,22744,0.794,0.9614
▁sleeps,▁dort,75720,29628,0.646,0.3884
▁slice,▁tranche,27125,172602,0.812,0.3223
▁slide,▁gliss,9499,214803,0.2325,0.3445
▁slow,▁lent,6080,56794,0.5938,0.792
▁slowly,▁lentement,13708,193418,0.4956,0.7983
▁small,▁petit,2301,21065,0.907,0.6475
▁smell,▁sente,19918,83751,0.2876,0.353
▁smile,▁sourire,11491,118529,0.4248,0.865
▁smoke,▁fumée,15627,185803,0.7563,0.944
▁smooth,▁lisse,9910,152287,0.2487,0.765
▁snake,▁serpent,26775,68868,0.782,0.7905
▁snow,▁neige,8529,77898,0.902,0.966
▁soap,▁savon,19386,160265,0.9077,0.876
▁society,▁société,8059,37006,0.6772,0.4111
▁software,▁logiciel,6815,80890,0.44,0.6777
▁solar,▁solaire,12677,102971,0.802,0.4995
▁sold,▁vendu,7596,107154,0.6934,0.874
▁soldier,▁soldat,25574,163606,0.782,0.949
▁soldiers,▁soldats,17431,116438,0.8467,0.918
▁solid,▁solide,6792,78287,0.5186,0.4163
▁someone,▁quelqu,4630,57118,0.875,0.4453
▁sometimes,▁parfois,6947,56208,0.3699,0.82
▁song,▁chanson,5169,71473,0.5728,0.9595
▁songs,▁chansons,12405,118664,0.5674,0.9097
▁soon,▁bientôt,4445,51503,0.5195,0.8906
▁soul,▁âme,9420,114348,0.7593,0.848
▁souls,▁âmes,27380,212818,0.4202,0.902
▁soup,▁soupe,21078,106535,0.52,0.927
▁south,▁sud,8432,11759,0.8276,0.915
▁space,▁espace,3641,58387,0.555,0.845
▁spaces,▁espaces,14130,104275,0.4502,0.676
▁speak,▁parlent,7289,206162,0.4512,0.5557
▁speaking,▁parlant,13041,174815,0.2659,0.4082
▁speaks,▁parle,24346,49769,0.7725,0.5576
▁special,▁spécial,3186,32610,0.4111,0.758
▁specialist,▁spécialiste,25336,172642,0.413,0.5625
▁specialists,▁spécialistes,36701,206082,0.3003,0.3818
▁specialized,▁spécialisé,29937,220135,0.6353,0.4224
▁species,▁espèce,6202,92595,0.695,0.597
▁specific,▁spécifique,3724,119666,0.2996,0.6304
▁speed,▁vitesse,4969,59662,0.699,0.8716
▁sperm,▁sper,58469,26202,0.563,0.09436
▁sphere,▁sph,26626,79856,0.5903,0.3726
▁spirit,▁esprit,6914,71943,0.5435,0.618
▁spirits,▁esprits,27274,170041,0.4275,0.4993
▁spoken,▁parlé,22230,117249,0.4749,0.584
▁spots,▁taches,18881,192061,0.1886,0.6694
▁spread,▁répand,8151,144598,0.2135,0.4575
▁spring,▁printemps,7921,82115,0.7866,0.9033
▁square,▁carré,7800,105140,0.2203,0.916
▁stability,▁stabilité,15420,172883,0.2979,0.683
▁stadium,▁stade,31759,98469,0.5728,0.399
▁stainless,▁inoxydable,21227,125311,0.1376,0.2393
▁stamp,▁timbre,19225,135707,0.2173,0.7876
▁standing,▁debout,9980,129191,0.597,0.4055
▁star,▁étoile,2343,89671,0.6616,0.935
▁stars,▁étoiles,8995,55563,0.6865,0.8535
▁state,▁état,2329,49230,0.4976,0.835
▁statistics,▁statistiques,15617,128648,0.4304,0.8574
▁status,▁statut,4938,99439,0.3152,0.7905
▁steam,▁vapeur,16044,131032,0.539,0.9053
▁steel,▁acier,8212,56690,0.808,0.8086
▁stick,▁bâton,9288,205129,0.1758,0.7666
▁stone,▁pierre,9566,47374,0.801,0.7734
▁stones,▁pierres,21069,108454,0.2365,0.741
▁storage,▁stockage,7387,112408,0.09625,0.2917
▁stories,▁histoires,8965,146353,0.2391,0.7676
▁strange,▁étrange,14614,166237,0.6294,0.946
▁strategic,▁stratégique,20803,201181,0.4456,0.796
▁strategies,▁stratégies,14869,210221,0.4595,0.7915
▁strategy,▁strat,9803,34162,0.5215,0.1747
▁street,▁rue,7432,25665,0.4094,0.8115
▁streets,▁rues,15982,115486,0.2468,0.7144
▁strictly,▁strictement,26741,217318,0.3047,0.7427
▁strike,▁grève,15657,221542,0.592,0.9395
▁strings,▁cordes,18935,194235,0.5396,0.573
▁student,▁étudiant,5913,192063,0.4136,0.923
▁students,▁élèves,3787,73006,0.2725,0.732
▁studies,▁études,6438,68890,0.1616,0.7085
▁subject,▁sujet,5091,36961,0.7583,0.7197
▁subscription,▁abonnement,20670,160011,0.613,0.8076
▁subtle,▁subtil,29748,126347,0.4165,0.282
▁success,▁succès,3361,54797,0.2603,0.9253
▁sugar,▁sucre,9347,62601,0.934,0.943
▁sum,▁somme,2707,54333,0.519,0.3965
▁summary,▁résumé,13367,96537,0.5327,0.628
▁summer,▁été,6186,8515,0.851,0.905
▁sun,▁soleil,4389,40537,0.945,0.9185
▁superior,▁supérieur,11257,83221,0.54,0.529
▁supplier,▁fournisseur,29312,166107,0.47,0.605
▁suppliers,▁fournisseurs,32140,151219,0.2502,0.538
▁supplies,▁fournit,15767,103254,0.269,0.4395
▁supported,▁soutenu,10005,205410,0.3293,0.413
▁supports,▁soutient,15093,219450,0.139,0.4575
▁supreme,▁suprême,29174,194967,0.4565,0.4968
▁sure,▁sûr,2821,52477,0.7495,0.3909
▁surely,▁sûrement,22143,224485,0.2329,0.3052
▁surgeon,▁chirurg,45623,77193,0.759,0.7666
▁surgery,▁chirurgie,15505,195810,0.2311,0.918
▁surprised,▁surpris,15348,180666,0.3965,0.641
▁surrounded,▁entour,22442,130632,0.356,0.2444
▁survey,▁sond,9771,120062,0.0815,0.05118
▁survival,▁survie,19034,234053,0.694,0.4524
▁survive,▁survi,21303,7483,0.5,0.329
▁suspended,▁suspendu,24693,211417,0.662,0.6113
▁sword,▁ép,18870,27589,0.3174,0.0794
▁symbol,▁symbole,10159,105939,0.4043,0.713
▁symbols,▁symboles,22013,225592,0.4307,0.7505
▁symphony,▁symphon,113598,228208,0.8135,0.616
▁symptoms,▁symptômes,12447,110658,0.5327,0.889
▁sync,▁synchron,29067,25970,0.1346,0.0917
▁synthesis,▁synthèse,25639,207661,0.4155,0.5347
▁system,▁système,1812,27258,0.4995,0.8267
▁systems,▁systèmes,5188,80372,0.41,0.81
▁tail,▁queue,10594,17269,0.4714,0.722
▁take,▁prendre,1987,25283,0.675,0.4646
▁taken,▁pris,3443,19501,0.7026,0.3901
▁takes,▁prend,5548,13715,0.4302,0.5806
▁target,▁cible,4408,149672,0.209,0.765
▁tasks,▁tâches,13333,145579,0.1913,0.2788
▁taste,▁goût,10122,71384,0.626,0.85
▁tattoo,▁tatou,18628,233697,0.5205,0.557
▁tea,▁thé,1763,29239,0.7285,0.696
▁teach,▁ense,4971,27360,0.719,0.1332
▁teacher,▁professeur,9382,90775,0.3203,0.7686
▁teachers,▁professeurs,10522,209262,0.164,0.728
▁team,▁équipe,2970,36865,0.6143,0.8867
▁teams,▁équipes,10145,84194,0.3813,0.829
▁technician,▁technic,65260,40743,0.798,0.2812
▁technology,▁technologie,6178,61997,0.3333,0.853
▁teeth,▁dents,13900,78120,0.966,0.8984
▁telephone,▁téléphone,19909,49311,0.581,0.5127
▁television,▁télévision,15734,88935,0.611,0.7065
▁temperature,▁température,5809,63397,0.8013,0.8774
▁temperatures,▁températures,17187,183147,0.4277,0.6567
▁temporary,▁temporaire,17819,179071,0.373,0.9146
▁ten,▁dix,2797,51102,0.9404,0.9404
▁tender,▁tendre,17580,139813,0.869,0.2289
▁tent,▁tente,10941,82559,0.7896,0.8643
▁term,▁terme,5168,47508,0.2542,0.635
▁terms,▁termes,4563,65719,0.3096,0.6426
▁terrace,▁terrasse,34048,74300,0.5386,0.703
▁territories,▁territoires,45314,174434,0.2415,0.588
▁territory,▁territoire,19412,73167,0.2148,0.4749
▁tested,▁testé,12272,198360,0.6436,0.5557
▁testimony,▁témoignage,20694,166194,0.3452,0.585
▁text,▁texte,2793,46095,0.682,0.878
▁texts,▁textes,26448,99331,0.2996,0.5317
▁thank,▁merci,7593,42309,0.53,0.712
▁the,▁le,573,709,0.6836,0.73
▁theatre,▁théâtre,25506,74247,0.442,0.548
▁their,▁leur,1024,9048,0.3767,0.5283
▁then,▁alors,1492,21215,0.271,0.7524
▁theory,▁théorie,7900,117577,0.4578,0.9414
▁therapist,▁thérape,45605,187064,0.2615,0.3748
▁there,▁là,1104,5536,0.577,0.694
▁therefore,▁donc,5852,16110,0.3252,0.4106
▁these,▁ces,1450,8425,0.6226,0.726
▁thesis,▁thèse,25851,183251,0.4397,0.656
▁they,▁ils,984,16669,0.755,0.894
▁thick,▁épais,8028,180692,0.4722,0.8823
▁thin,▁mince,11342,101119,0.3975,0.833
▁thing,▁chose,3166,13670,0.8457,0.7886
▁things,▁choses,2652,38696,0.7197,0.88
▁thirty,▁trente,17831,126741,0.672,0.8994
▁this,▁ce,736,2906,0.3909,0.8066
▁those,▁ceux,1941,23817,0.629,0.3525
▁thoughts,▁pensées,9398,155904,0.597,0.8877
▁thousand,▁mille,12078,41391,0.9043,0.603
▁thread,▁fil,3579,1751,0.801,0.665
▁threats,▁menaces,28730,188812,0.7915,0.26
▁three,▁trois,2149,20763,0.9683,0.939
▁threshold,▁seuil,18573,217297,0.3623,0.3896
▁throw,▁jeter,8734,168834,0.4172,0.4937
▁ticket,▁billet,15457,102735,0.835,0.8633
▁tickets,▁billets,16767,94545,0.7295,0.665
▁tiger,▁tigre,31469,92022,0.7925,0.831
▁tiles,▁carreaux,28290,164751,0.05838,0.34
▁times,▁fois,3023,15845,0.3718,0.7534
▁tired,▁fatigu,17955,171033,0.6265,0.6616
▁tires,▁pneus,28392,117453,0.6997,0.5835
▁title,▁titre,4680,36856,0.565,0.7593
▁titles,▁titres,20626,93709,0.6255,0.5337
▁tobacco,▁tabac,30460,170542,0.6235,0.8804
▁today,▁aujourd,3646,35624,0.51,0.603
▁together,▁ensemble,3584,26889,0.923,0.638
▁tomato,▁tomate,32493,70578,0.922,0.869
▁tomorrow,▁demain,14610,100988,0.578,0.9067
▁too,▁trop,1980,10100,0.6313,0.7437
▁tool,▁outil,7217,94623,0.3584,0.8804
▁tools,▁outils,8112,69675,0.6953,0.857
▁tooth,▁dent,20659,40315,0.44,0.9277
▁touch,▁toucher,6437,126762,0.9272,0.5747
▁tourism,▁tourisme,27678,122751,0.906,0.7837
▁tournament,▁tournoi,22039,172454,0.821,0.8174
▁towards,▁vers,6643,4154,0.542,0.531
▁tower,▁tour,17080,5347,0.5996,0.596
▁towers,▁tours,42711,27874,0.5327,0.7246
▁toy,▁jouet,12849,157850,0.927,0.943
▁toys,▁jouets,20369,154152,0.64,0.9194
▁trade,▁commerce,6082,24888,0.7847,0.557
▁trades,▁métiers,35761,155506,0.3892,0.5317
▁traditional,▁traditionnel,9121,126252,0.3752,0.687
▁tragedy,▁tragé,37906,164876,0.3235,0.6885
▁trailer,▁remor,18893,143517,0.2583,0.0765
▁transfer,▁transfert,5853,84774,0.5464,0.845
▁translate,▁traduire,19631,60432,0.541,0.63
▁translated,▁traduit,28707,153441,0.6704,0.8286
▁translation,▁traduction,17183,82089,0.817,0.8813
▁translations,▁traductions,24792,60060,0.4192,0.6543
▁transmitted,▁transmis,34494,85099,0.3665,0.4365
▁transparency,▁transparence,40006,229737,0.2908,0.757
▁trauma,▁traum,32211,74483,0.757,0.259
▁travelers,▁voyageurs,47480,68371,0.2056,0.4958
▁treasure,▁trésor,29936,145864,0.5596,0.874
▁treaty,▁traité,37419,90600,0.4375,0.826
▁tree,▁arbre,5421,89696,0.4531,0.942
▁trees,▁arbres,8195,97920,0.7856,0.9004
▁trend,▁tendance,8493,76494,0.3022,0.4626
▁tribe,▁tribu,36259,25104,0.753,0.8174
▁tribes,▁tribus,37681,169906,0.8003,0.786
▁triumph,▁triomphe,28214,213690,0.6484,0.502
▁troops,▁troupes,18816,108506,0.3105,0.5933
▁truck,▁camion,9564,91553,0.874,0.8677
▁true,▁vrai,1382,45998,0.6724,0.7407
▁truth,▁vérité,7873,72485,0.3286,0.913
▁turns,▁tourne,12722,129013,0.3694,0.4727
▁twelve,▁douze,20779,143641,0.75,0.9233
▁twenty,▁vingt,11219,82592,0.607,0.847
▁two,▁deux,1378,9080,0.9497,0.9595
▁typical,▁typique,13551,229449,0.7275,0.715
▁unavailable,▁indisponible,44328,180676,0.707,0.542
▁under,▁sous,1362,13052,0.4705,0.7056
▁unfortunately,▁malheureusement,27908,178961,0.1611,0.829
▁uniform,▁uniforme,12876,67146,0.5967,0.827
▁unit,▁unité,4982,144166,0.7593,0.802
▁units,▁unités,7845,144431,0.4048,0.784
▁universal,▁universel,15660,159988,0.8804,0.601
▁universe,▁univers,17745,16741,0.5596,0.5864
▁unknown,▁inconnu,12417,186877,0.465,0.815
▁unlimited,▁illimit,28497,151608,0.7314,0.366
▁until,▁jusqu,3274,18946,0.6494,0.694
▁urban,▁urbain,11717,166614,0.2129,0.554
▁used,▁utilisé,1671,52654,0.3154,0.8584
▁useful,▁utile,7275,52476,0.8975,0.788
▁user,▁utilisateur,2425,103685,0.6846,0.8994
▁users,▁utilisateurs,6211,73883,0.6836,0.821
▁uses,▁utilise,7177,57340,0.5503,0.4707
▁vaccine,▁vaccin,21387,20259,0.7744,0.667
▁valid,▁valide,4819,107439,0.4592,0.5786
▁valley,▁vallée,20309,118001,0.5537,0.9326
▁value,▁valeur,1618,39933,0.633,0.657
▁values,▁valeurs,4035,75740,0.6284,0.8306
▁vanilla,▁vanille,32870,138137,0.6987,0.797
▁varies,▁varie,28361,72921,0.741,0.399
▁variety,▁variété,8080,112846,0.4404,0.7007
▁vector,▁vecteur,4301,56066,0.576,0.8257
▁vegetables,▁légumes,19574,88677,0.3955,0.84
▁vehicle,▁véhicule,8692,75833,0.491,0.811
▁vehicles,▁véhicules,13092,100661,0.431,0.78
▁velvet,▁velours,34962,121721,0.914,0.4062
▁very,▁très,1508,10341,0.629,0.9155
▁veteran,▁vété,33244,187237,0.306,0.548
▁victim,▁victime,17015,119738,0.8,0.9395
▁victims,▁victimes,20516,113400,0.744,0.8535
▁victory,▁victoire,15032,85171,0.8184,0.9404
▁video,▁vidéo,3569,38042,0.4612,0.9077
▁videos,▁vidéos,10730,69572,0.3557,0.778
▁view,▁vue,2116,24113,0.617,0.82
▁views,▁vues,7651,109495,0.4446,0.5737
▁vinyl,▁vinyle,28220,231320,0.614,0.519
▁violin,▁violon,47244,129239,0.4646,0.642
▁virgin,▁vierge,34719,174706,0.6895,0.9136
▁virtual,▁virtuel,10660,87505,0.538,0.8706
▁virtue,▁vertu,27096,91173,0.8184,0.816
▁visibility,▁visibilité,35546,227484,0.441,0.7505
▁visit,▁visite,3532,34234,0.6665,0.873
▁visitors,▁visiteurs,15878,103522,0.3784,0.7812
▁visual,▁visuel,9095,200215,0.2034,0.712
▁vitamin,▁vitamine,23042,136210,0.372,0.8843
▁voice,▁voix,7061,50913,0.837,0.8237
▁volunteer,▁volontaire,29238,182025,0.501,0.8413
▁vulnerable,▁vulné,27766,222970,0.7104,0.22
▁wait,▁attendre,4307,103483,0.4805,0.482
▁wake,▁réve,18757,166516,0.2312,0.2783
▁wall,▁mur,3587,8271,0.8525,0.8843
▁wants,▁veut,8507,43216,0.661,0.7344
▁war,▁guerre,2036,34916,0.697,0.934
▁wars,▁guerres,17277,206070,0.4873,0.877
▁was,▁était,729,14834,0.607,0.8467
▁water,▁eau,2003,27443,0.951,0.9526
▁wave,▁vague,9591,41578,0.5347,0.37
▁waves,▁vagues,15336,200333,0.306,0.917
▁wax,▁cire,22829,142361,0.4802,0.6816
▁we,▁nous,783,5502,0.706,0.6245
▁weak,▁faible,8742,67958,0.859,0.7666
▁wealth,▁richesse,13712,156515,0.4185,0.71
▁weapon,▁arme,17175,92246,0.8506,0.544
▁weapons,▁armes,15875,78127,0.6626,0.6743
▁week,▁semaine,2788,44282,0.909,0.953
▁weekly,▁hebdomada,18738,187913,0.453,0.598
▁weeks,▁semaines,5976,69654,0.7656,0.912
▁weight,▁poids,5171,55727,0.5063,0.89
▁welcome,▁bienvenue,9319,86372,0.1395,0.8306
▁well,▁puits,1578,207500,0.5933,0.929
▁were,▁étaient,1049,33536,0.576,0.871
▁west,▁ouest,9764,158822,0.7046,0.8716
▁wet,▁humide,10256,185648,0.651,0.4128
▁what,▁quoi,1212,30392,0.3486,0.7803
▁wheat,▁blé,21251,166036,0.5493,0.6875
▁wheel,▁roue,11478,122632,0.7314,0.902
▁wheels,▁roues,16964,132812,0.361,0.8677
▁when,▁quand,1185,21548,0.581,0.8833
▁where,▁où,1570,12964,0.556,0.7563
▁white,▁blanc,2674,17799,0.9253,0.909
▁who,▁qui,1064,2459,0.6743,0.5415
▁why,▁pourquoi,3165,44144,0.8555,0.932
▁widely,▁largement,16714,124390,0.2003,0.3655
▁width,▁largeur,4881,122178,0.5195,0.703
▁wild,▁sauvage,7571,121957,0.908,0.5063
▁wind,▁vent,6785,9864,0.9546,0.941
▁winds,▁vents,27626,75543,0.7104,0.6006
▁wine,▁vin,10058,5700,0.9277,0.942
▁wing,▁aile,17056,111405,0.6353,0.839
▁wings,▁ailes,18751,119422,0.838,0.9575
▁winner,▁vainqueur,16995,205154,0.4805,0.675
▁wins,▁gagne,18044,179182,0.675,0.342
▁winter,▁hiver,7830,68377,0.66,0.936
▁wisdom,▁sagesse,21286,178146,0.4487,0.872
▁wise,▁sage,16321,40150,0.675,0.701
▁with,▁avec,675,3633,0.705,0.7656
▁withdrawal,▁retrait,36115,173739,0.2175,0.2712
▁without,▁sans,2346,9291,0.8667,0.8145
▁witness,▁témoin,13229,174389,0.9004,0.882
▁witnesses,▁témoins,30067,93596,0.789,0.7026
▁wolf,▁loup,27049,139898,0.7314,0.9644
▁woman,▁femme,4323,15119,0.9434,0.882
▁women,▁femmes,3576,31295,0.6934,0.8154
▁wonderful,▁merveilleux,10920,187569,0.0994,0.5786
▁wood,▁bois,4656,19399,0.768,0.4417
▁wool,▁laine,23834,95163,0.6646,0.8154
▁word,▁mot,2204,9927,0.4756,0.828
▁words,▁mots,3907,29549,0.7437,0.8765
▁work,▁travail,1160,20707,0.4802,0.7476
▁workers,▁travailleurs,8218,131238,0.2238,0.795
▁works,▁travaille,3598,105821,0.3054,0.662
▁workshop,▁atelier,20257,73793,0.434,0.782
▁workshops,▁ateliers,32210,131108,0.2556,0.71
▁world,▁monde,2134,14313,0.6675,0.893
▁worried,▁inquiet,21343,117475,0.4011,0.3845
▁worst,▁pire,13488,101648,0.4983,0.523
▁worthy,▁digne,23183,137568,0.3745,0.441
▁writer,▁écrivain,11729,166666,0.544,0.772
▁written,▁écrit,5952,39923,0.8037,0.3894
▁year,▁année,1162,34822,0.513,0.9517
▁years,▁ans,1658,4811,0.428,0.7944
▁yeast,▁levure,41463,235217,0.3928,0.9087
▁yellow,▁jaune,8123,51279,0.9272,0.8994
▁yes,▁oui,7778,55493,0.8267,0.9463
▁yesterday,▁hier,13351,7176,0.938,0.898
▁yield,▁rendement,9458,168557,0.2389,0.611
▁you,▁vous,692,3473,0.4,0.9136
▁young,▁jeune,3486,33617,0.8477,0.901
▁your,▁votre,861,6225,0.716,0.7793
▁zero,▁zéro,8199,167378,0.767,0.8184
